url,source_id,topic,priority,crawl_status,allowed,batch,knowledge_eligible,knowledge_type,content_kind,video,target_card_id,notes
https://www.optionseducation.org/strategies/all-strategies/long-strangle-long-combination,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.long_strangle,Futu coverage; Strangle / Long; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-strangle,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_strangle,Futu coverage; Strangle / Short; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-iron-butterfly,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_iron_butterfly,Futu coverage; Iron Butterfly; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-condor,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_iron_condor,Futu coverage; Iron Condor (OIC Short Condor); HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/naked-call-uncovered-call-short-call,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.naked_call,Futu coverage; Single Option / Naked Call; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/protective-put-married-put,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.protective_put,Futu coverage; Single Option / Protective Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/bear-call-spread-credit-call-spread,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.bear_call_spread,Futu coverage; Vertical / Bear Call Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/bull-put-spread-credit-put-spread,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.bull_put_spread,Futu coverage; Vertical / Bull Put Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-calendar-spread-call-horizontal,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_calendar,Futu coverage; Calendar (+ diagonal extract); HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-butterfly,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_butterfly,Futu coverage; Butterfly; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-condor,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_condor,Futu coverage; Condor / Long Call; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-put-condor,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_put_condor,Futu coverage; Condor / Long Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
