url,source_id,topic,priority,crawl_status,allowed,batch,knowledge_eligible,knowledge_type,content_kind,video,target_card_id,notes
https://www.optionseducation.org/strategies/all-strategies/long-strangle-long-combination,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.long_strangle,Futu coverage; Strangle / Long; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-strangle,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_strangle,Futu coverage; Strangle / Short; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-iron-butterfly,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_iron_butterfly,Futu coverage; Iron Butterfly; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-condor,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_iron_condor,Futu coverage; Iron Condor (OIC Short Condor); HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/naked-call-uncovered-call-short-call,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.naked_call,Futu coverage; Single Option / Naked Call; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/protective-put-married-put,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.protective_put,Futu coverage; Single Option / Protective Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/bear-call-spread-credit-call-spread,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.bear_call_spread,Futu coverage; Vertical / Bear Call Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/bull-put-spread-credit-put-spread,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.bull_put_spread,Futu coverage; Vertical / Bull Put Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-calendar-spread-call-horizontal,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_calendar,Futu coverage; Calendar (+ diagonal extract); HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-butterfly,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_butterfly,Futu coverage; Butterfly; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-call-condor,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_call_condor,Futu coverage; Condor / Long Call; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-put-condor,oic,strategy,4,ingested,true,futu-strategies-b,true,strategy,strategy,false,strategy.long_put_condor,Futu coverage; Condor / Long Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-b crawl
https://www.optionseducation.org/strategies/all-strategies/long-put-butterfly,oic,strategy,5,proposed,true,futu-topic474-gaps,true,strategy,strategy,false,strategy.long_put_butterfly,topic474 butterfly call-or-put gap; vault note written from local capture 2026-09-02; not yet in data/raw/pages
https://www.optionseducation.org/strategies/all-strategies/long-put-calendar-spread-put-horizontal,oic,strategy,5,proposed,true,futu-topic474-gaps,true,strategy,strategy,false,strategy.long_put_calendar,topic474 calendar call-or-put gap; vault note written from local capture 2026-09-02; not yet in data/raw/pages
https://www.optionseducation.org/optionsoverview/getting-started-with-options,oic,margin,6,ingested,true,new-topics-1usd,true,concept,article,false,concept.options_margin,New topic: options approval levels and uncovered-writer margin (20%/10%). User-authorized $1 trial 2026-09-02. ingested run dwOriSJHmglF1wbJA
https://www.cmegroup.com/education/whitepapers/fundamentals-of-options-on-futures,cme,options-on-futures,6,ingested,true,new-topics-1usd,true,concept,article,false,concept.options_on_futures,New topic: options on futures exercise/assignment and settlement into futures. User-authorized $1 trial 2026-09-02. ingested run dwOriSJHmglF1wbJA
https://en.wikipedia.org/wiki/Margin_(finance),wikipedia,margin,6,ingested,true,new-topics-1usd,true,concept,article,false,concept.options_margin,New platform trial: Wikipedia margin article (includes option seller premium margin / SPAN). User-authorized $1 trial 2026-09-02. ingested run dwOriSJHmglF1wbJA
https://en.wikipedia.org/wiki/Bid-ask_spread,wikipedia,liquidity,6,ingested,true,new-topics-1usd,true,concept,article,false,concept.option_liquidity,New platform trial: Wikipedia bid-ask spread as liquidity measure (mentions options). User-authorized $1 trial 2026-09-02. ingested run dwOriSJHmglF1wbJA
https://www.optionistics.com/s/chapter5/3_spreads.html,optionistics,strategy,7,ingested,true,four-site-match,true,strategy,text_lesson,false,strategy.diagonal_spread,Winner WCC cheerio; ingested run itzKzBM0lWaksMgcS. Vertical/horizontal/diagonal taxonomy.
https://www.optionistics.com/s/option_spreads,optionistics,strategy,7,ingested,true,four-site-match,true,strategy,article,false,,Winner WCC cheerio; ingested run itzKzBM0lWaksMgcS. Names diagonal put/call among spread types.
https://www.optionistics.com/s/chapter5/7_butterflies_condors_and_wingspreads.html,optionistics,strategy,7,ingested,true,four-site-match,true,strategy,text_lesson,false,,Winner WCC cheerio; ingested run itzKzBM0lWaksMgcS.
https://www.optionistics.com/s/chapter5/1_common_complex_strategies.html,optionistics,strategy,7,ingested,true,four-site-match,true,concept,text_lesson,false,,Winner WCC cheerio; ingested run itzKzBM0lWaksMgcS.
https://www.optionsprofitcalculator.com/faq.html,opc,concept,7,ingested,true,four-site-match,true,concept,article,false,,"Winner WCC firefox; ingested run xdu5fXpb4WAy08NJ0. Calculator methodology/FAQ, not strategy P/L."
https://www.optionsprofitcalculator.com/calculator/long-call.html,opc,strategy,7,ingested,true,four-site-match,true,strategy,strategy,false,strategy.long_call,Flaky SPA; smoke run fubGXWqWdHRkOwJd1 stored 5714 chars. Repeat runs often fall below 1200.
https://www2.optionsprofitcalculator.com/calculator/diagonal-spread.html,opc,strategy,7,ingested,true,four-site-match,true,strategy,strategy,false,strategy.diagonal_spread,www2 host; smoke run QTfPtb6GCrJGg33Ap. Plain www diagonal-spread.html is usually a nav shell.
https://optionstrat.com/tutorials/strategy-optimizer,optionstrat,curriculum,7,ingested,true,four-site-match,true,concept,article,false,,"Winner WCC firefox; stored from smoke ZNbfM1By9eDBXrQrO. Tool tutorial, not strategy-card P/L."
https://optionstrat.com/tutorials/options-builder,optionstrat,curriculum,7,ingested,true,four-site-match,true,concept,article,false,,Winner WCC firefox; salvaged from batch RojKQg6c6fChnXVLV (11341 chars).
https://sharepredictions.com/,sharepredictions,meta,8,ingested,true,four-site-match,true,concept,article,false,,Winner WCC adaptive; ingested run cID3Ylt992qsANWc9. Product FAQ only; do not fill strategy cards.
https://optionstrat.com/build/strap,optionstrat,strategy,8,proposed,true,four-site-match,true,strategy,strategy,false,strategy.strap,Build stub ~400–500 chars; fails knowledge_policy 1200. Keep proposed until threshold or richer page.
https://optionstrat.com/build/diagonal-call-spread,optionstrat,strategy,8,proposed,true,four-site-match,true,strategy,strategy,false,strategy.diagonal_spread,Build stub ~400 chars; fails 1200-char gate. Do not approve until body is longer.
https://www.optionsprofitcalculator.com/calculator/diagonal-spread.html,opc,strategy,8,proposed,true,four-site-match,true,strategy,strategy,false,strategy.diagonal_spread,www host usually returns ~169-char nav shell. Use www2 URL instead.
https://www.optionistics.com/s/tutorial,optionistics,curriculum,8,proposed,true,four-site-match,true,concept,text_lesson,false,,Learning Center hub; not crawled in winner batch. Needs approval before probe.
https://www.optionistics.com/s/chapter1/1_introduction_to_stock_options.html,optionistics,concept,9,skipped,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch1 intro; TOC-frozen 2026-09-03. Glossary letter index skipped (thin). TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: below 1200-char knowledge gate
https://www.optionistics.com/s/chapter1/2_what_is_an_option.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch1 what is an option. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter1/3_definition_of_option_terms.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch1 term definitions. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter2/1_objectives_of_option_trading.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 trading objectives. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter2/2_minimize_risk.html,optionistics,concept,9,skipped,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 minimize risk. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: below 1200-char knowledge gate
https://www.optionistics.com/s/chapter2/3_leverage.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 leverage. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter2/4_growth.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 growth. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter2/5_capture_market_volatility.html,optionistics,concept,9,skipped,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 capture volatility. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: below 1200-char knowledge gate
https://www.optionistics.com/s/chapter2/6_more_definitions.html,optionistics,concept,9,ingested,true,optionistics-lc-1,true,concept,text_lesson,false,,Ch2 more definitions. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run bYp1NpJN2RsVBHSRf
https://www.optionistics.com/s/chapter3/1_option_pricing.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 option pricing. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter3/2_underlying_price_vs_strike.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 underlying vs strike. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter3/3_option_term.html,optionistics,concept,9,skipped,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 option term / time. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: too-short
https://www.optionistics.com/s/chapter3/4_volatility.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 volatility. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter3/5_dividends.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 dividends. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter3/6_interest_rates.html,optionistics,concept,9,skipped,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch3 interest rates. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: too-short
https://www.optionistics.com/s/chapter4/1_pricing_an_option.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch4 pricing an option. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter4/2_the_significance_of_volatility.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch4 significance of volatility. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter4/3_data_quality_and_models.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch4 data quality and models. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter4/4_expected_returns.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch4 expected returns. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter4/5_identifying_unusual_volatility.html,optionistics,concept,9,ingested,true,optionistics-lc-2,true,concept,text_lesson,false,,Ch4 unusual volatility. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run Sgdh96rxVEeKOGf22
https://www.optionistics.com/s/chapter5/2_covered_calls.html,optionistics,strategy,9,ingested,true,optionistics-lc-3,true,strategy,text_lesson,false,strategy.covered_call,Ch5 covered calls. Structure only; P/L stays OIC. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run AWXfMSfWk9gkOdbaT
https://www.optionistics.com/s/chapter5/4_straddles.html,optionistics,strategy,9,ingested,true,optionistics-lc-3,true,strategy,text_lesson,false,strategy.long_straddle,Ch5 straddles. Structure only; P/L stays OIC. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run AWXfMSfWk9gkOdbaT
https://www.optionistics.com/s/chapter5/5_strangles.html,optionistics,strategy,9,skipped,true,optionistics-lc-3,true,strategy,text_lesson,false,strategy.long_strangle,Ch5 strangles. Structure only; P/L stays OIC. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: too-short
https://www.optionistics.com/s/chapter5/6_collars.html,optionistics,strategy,9,skipped,true,optionistics-lc-3,true,strategy,text_lesson,false,strategy.collar,Ch5 collars. Structure only; P/L stays OIC. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). skipped: too-short
https://www.optionistics.com/s/chapter5/8_conversions.html,optionistics,strategy,9,ingested,true,optionistics-lc-3,true,concept,text_lesson,false,,Ch5 conversions. Source note only; not a Futu coverage entity. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run AWXfMSfWk9gkOdbaT
https://www.optionistics.com/s/chapter5/9_synthetic_positions.html,optionistics,strategy,9,ingested,true,optionistics-lc-3,true,concept,text_lesson,false,,Ch5 synthetics. Source note only; not a Futu coverage entity. TOC-frozen 2026-09-03; glossary /g/* skipped (letter index). ingested run AWXfMSfWk9gkOdbaT
